电视剧综合,#genre#
兵团卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226541/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESv-rH0nF41q6pxKZKeRnNA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN-56c_rnHTXQA4R-D0Dlau%2CEND
延边卫视[1024*576],http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNONS2RAhxb5u6NYaMGGM23S%2CEND
康巴卫视[1024*576],http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227027/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkHMvBpWz4rccMxNvSRekpQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPtFfVFX0AVycM8b4Xmbcl4%2CEND
嘉佳卡通,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226539/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQDRyt1jaDU7f52NwPN526A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOLcRNi6C1PMX5tGrYl_SiR%2CEND
茶频道,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226548/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ec1XXmbKOEhI6pFYCxtVG9A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOD3hCDGl7mDB_HDsnRfhB2%2CEND
快乐垂钓,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226549/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~RHz0NOpqUZZN1Iz6lVLkkg~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNSiF8rKF1Pn2LepKMJ2cEG%2CEND
超级电影,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfPRR4mbRWhkCFuUCVm9THg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM4kysjLk_woYMRnu35KtBV%2CEND
超级综艺,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejm-KqHfTZezbm9C-325YiA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNnfpAUC20DSCXUyGpDggnK%2CEND
超级体育,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eg-EQHTrpbCOxNSgnFRbr4w%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMNhcQPODGVtsSVKlB7CbAh%2CEND
金牌综艺,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227004/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkcfszuSJNo6WZ8h7xrIswA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWi_zfgUXV5YnB6haFF-C2%2CEND
北京IPTV 4K,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
北京国际,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226510/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EIfgL7tTUNqHAIdgvKuwj8A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPr9j5nfyiWS_jEXD6m401A%2CEND
北京新闻,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226437/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EncK5uEAdYwWMsf8WJWI1mQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_LSIQh_h2P54Cz-MqgJqC%2CEND
北京文艺,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226440/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWrJcgMpdGPvZavpf4dmmrQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNhmwDsUZnvQgU5E5wiGA2g%2CEND
北京体育休闲,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMLCKqkSfuGOusJwBMwlCbz%2CEND
北京影视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226433/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EygquRbh9L0wUPRY53fsZWw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO62IynDcU1yYDL1b4Xte8T%2CEND
北京生活,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226514/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Es-PVNcPJsjr_oBdcXGT40g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWvZ0r6eMXcXJOGrCpJiq1%2CEND
北京财经,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eh9_SEkmWeMdS1TMnIILZgg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPIiicEW7OIvk1s-X-PXHqO%2CEND
北京纪实科教,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejj3PtVjzl6ZzFdM-Vi1dmQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPJa61jREJv4ZfZigyrxX0U%2CEND
北京IPTV 淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND
北京IPTV 淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘BABY,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EN0sbBMpQv4sLsW5foy3YfA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 萌宠TV,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_PpxWPtvSZRFtu_Ged_-vQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO0istnBuoA2R9ODSCqyIyS%2CEND
中国教育1台,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EB8MrpAzJ_Bw12HHVBcZO6g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNONWWecbSKZXNjh_5hExtTC%2CEND
中国教育2台[785*576],http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
中国教育4台[785*576],http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226557/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBzZToIaOOoaa_jAUfhUQHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOD9BEmVSNbqSQpqXZxnxbk%2CEND
 
 
 
 4K60PSDR-H264-AAC测试,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/sdr4kvideo/index.m3u8
4K60PHLG-HEVC-EAC3测试,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/hlg4kvideo/index.m3u8
CCTV,#genre#
cctv1高码a,http://live.wqwqwq.sbs/gaoma/cctv1.m3u8
cctv14K,http://live.wqwqwq.sbs/rptv/G_CCTV-1-AVS-4K264.m3u8?license=gitv
CCTV1a,http://live.wqwqwq.sbs/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV150FPSa,http://live.wqwqwq.sbs/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV1HEVCa,http://live.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive
cctv2高码,http://live.wqwqwq.sbs/gaoma/cctv2.m3u8
CCTV2,http://live.wqwqwq.sbs/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV250FPS,http://live.wqwqwq.sbs/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV2HEVC,http://live.wqwqwq.sbs/itv/1000000001000023315.m3u8?cdn=ystenlive
cctv3高码,http://live.wqwqwq.sbs/gaoma/cctv3.m3u8
cctv34K,http://live.wqwqwq.sbs/rptv/G_CCTV-3-AVS-4K264.m3u8?license=gitv
CCTV3,http://live.wqwqwq.sbs/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV3HEVC,http://live.wqwqwq.sbs/itv/1000000005000265003.m3u8?cdn=ystenlive
cctv4高码,http://live.wqwqwq.sbs/gaoma/cctv4.m3u8
CCTV4-50-FPS,http://live.wqwqwq.sbs/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV4HEVC,http://live.wqwqwq.sbs/itv/1000000005000265004.m3u8?cdn=ystenlive
cctv5高码,http://live.wqwqwq.sbs/gaoma/cctv5.m3u8
cctv54K,http://live.wqwqwq.sbs/rptv/G_CCTV-5-AVS-4K264.m3u8?license=gitv
CCTV5,http://live.wqwqwq.sbs/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV5HEVC,http://live.wqwqwq.sbs/itv/1000000005000265005.m3u8?cdn=ystenlive
cctv5p-高码,http://live.wqwqwq.sbs/gaoma/cctv5p.m3u8
CCTV5+,http://live.wqwqwq.sbs/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV5+HEVC,http://live.wqwqwq.sbs/itv/1000000005000265016.m3u8?cdn=ystenlive
cctv6高码,http://live.wqwqwq.sbs/rptv/G_CCTV-6-AVS-4K264.m3u8?license=gitv
CCTV6,http://live.wqwqwq.sbs/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV650FPS,http://live.wqwqwq.sbs/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV6HEVC,http://live.wqwqwq.sbs/itv/1000000005000265006.m3u8?cdn=ystenlive
cctv7高码,http://live.wqwqwq.sbs/gaoma/cctv7.m3u8
CCTV-7,http://live.wqwqwq.sbs/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7FPS,http://live.wqwqwq.sbs/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV7HEVC,http://live.wqwqwq.sbs/itv/1000000005000265007.m3u8?cdn=ystenlive
cctv8高码,http://live.wqwqwq.sbs/gaoma/cctv8.m3u8
cctv8AVS,http://live.wqwqwq.sbs/rptv/G_CCTV-8-AVS-4K264.m3u8?license=gitv
CCTV8,http://live.wqwqwq.sbs/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV8HEVC,http://live.wqwqwq.sbs/itv/1000000005000265008.m3u8?cdn=ystenlive
cctv9高码,http://live.wqwqwq.sbs/gaoma/cctv9.m3u8
CCTV9,http://live.wqwqwq.sbs/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV-9-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV-9-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265009.m3u8?cdn=ystenlive
cctv10高码,http://live.wqwqwq.sbs/gaoma/cctv10.m3u8
CCTV-10,http://live.wqwqwq.sbs/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV-10-50-FPS,http://live.wqwqwq.sbs/itv/5000000004000012827.m3u8?cdn=bestzb
CCTV-10-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265010.m3u8?cdn=ystenlive
cctv11高码,http://live.wqwqwq.sbs/gaoma/cctv11.m3u8
CCTV-11-50-FPS,http://live.wqwqwq.sbs/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV-11-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265011.m3u8?cdn=ystenlive
cctv12-高码,http://live.wqwqwq.sbs/gaoma/cctv12.m3u8
CCTV-12,http://live.wqwqwq.sbs/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV-12-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV-12-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265012.m3u8?cdn=ystenlive
cctv13高码,http://live.wqwqwq.sbs/gaoma/cctv13.m3u8
CCTV-13-50-FPS,http://live.wqwqwq.sbs/itv/5000000011000031108.m3u8?cdn=bestzb
cctv14高码,http://live.wqwqwq.sbs/gaoma/cctv14.m3u8
CCTV-14,http://live.wqwqwq.sbs/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV-14-50-FPS,http://live.wqwqwq.sbs/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV-14-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265013.m3u8?cdn=ystenlive
cctv15高码,http://live.wqwqwq.sbs/gaoma/cctv15.m3u8
CCTV-15-50-FPS,http://live.wqwqwq.sbs/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV-15-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265014.m3u8?cdn=ystenlive
cctv16高码,http://live.wqwqwq.sbs/gaoma/cctv16.m3u8
cctv16-4K-SDR,http://live.wqwqwq.sbs/rptv/G_CCTV-16-4K.m3u8?license=gitv
CCTV-16,http://live.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV-16-4K-HEVC,http://live.wqwqwq.sbs/itv/5000000008000023254.m3u8?cdn=bestzb
cctv164k_10m,http://live.wqwqwq.sbs/gaoma/cctv4k16_10m.m3u8
cctv164k,http://live.wqwqwq.sbs/gaoma/cctv4k16.m3u8
cctv17-高码,http://live.wqwqwq.sbs/gaoma/cctv17.m3u8
CCTV-17,http://live.wqwqwq.sbs/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV-17-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265015.m3u8?cdn=ystenlive
世界地理,http://live.wqwqwq.sbs/rptv/G_SHIJIEDL-CQ.m3u8?license=gitv
风云剧场,http://live.wqwqwq.sbs/rptv/G_FENGYUNJC-CQ.m3u8?license=gitv
风云足球,http://live.wqwqwq.sbs/rptv/G_FENGSHANGZQ-CQ.m3u8?license=gitv
风云音乐,http://live.wqwqwq.sbs/rptv/G_FENGYUNYY-CQ.m3u8?license=gitv
兵器科技,http://live.wqwqwq.sbs/rptv/G_BINGQIKJ-CQ.m3u8?license=gitv
央视台球,http://live.wqwqwq.sbs/rptv/G_TAIQIU-CQ.m3u8?license=gitv
高尔夫网球,http://live.wqwqwq.sbs/rptv/G_CCTV-GOLF-CQ.m3u8?license=gitv
女性时尚,http://live.wqwqwq.sbs/rptv/G_NVXINGSS-CQ.m3u8?license=gitv
电视指南,http://live.wqwqwq.sbs/rptv/G_DIANSHIZN-CQ.m3u8?license=gitv
第一剧场,http://live.wqwqwq.sbs/rptv/G_DIYIJC-CQ.m3u8?license=gitv
怀旧剧场,http://live.wqwqwq.sbs/rptv/G_HUAIJIUJC-CQ.m3u8?license=gitv
央视文化精品,http://live.wqwqwq.sbs/rptv/G_CCTV-WENHUA-CQ.m3u8?license=gitv
凤凰卫视中文,http://live.wqwqwq.sbs/rptv/HD-10000k-1080P-fhchinese5s.m3u8?license=cntv
凤凰卫视资讯,http://live.wqwqwq.sbs/rptv/HD-10000k-1080P-fhzixun5s.m3u8?license=cntv
凤凰卫视香港,http://live.wqwqwq.sbs/rptv/HD-10000k-1080P-fhhongkong5s.m3u8?license=cntv
CGTN,http://live.wqwqwq.sbs/itv/7745129417417101820.m3u8?cdn=hnbblive
CGTN-记录,http://live.wqwqwq.sbs/itv/7114647837765104058.m3u8?cdn=hnbblive
cgtnar-高码,http://live.wqwqwq.sbs/gaoma/cgtnar.m3u8
cgtndoc-高码,http://live.wqwqwq.sbs/gaoma/cgtndoc.m3u8
cgtnen-高码,http://live.wqwqwq.sbs/gaoma/cgtnen.m3u8
cgtnfr-高码,http://live.wqwqwq.sbs/gaoma/cgtnfr.m3u8
cgtnru-高码,http://live.wqwqwq.sbs/gaoma/cgtnru.m3u8
cgtnsp-高码,http://live.wqwqwq.sbs/gaoma/cgtnsp.m3u8
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
CHC家庭影院,https://gdcucc.v1.mk/gdcucc/chcjtyy.m3u8
CHC动作电影,https://gdcucc.v1.mk/gdcucc/chcdzdy.m3u8
cctv4k-SDR,http://live.wqwqwq.sbs/rptv/G_CCTV-4K-HD.m3u8?license=gitv
cctv4k_10m,http://live.wqwqwq.sbs/gaoma/cctv4k_10m.m3u8
cctv4k,http://live.wqwqwq.sbs/gaoma/cctv4k.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
cctv8k_36m,http://live.wqwqwq.sbs/gaoma/cctv8k_36m.m3u8
cctv8k_120m,http://live.wqwqwq.sbs/gaoma/cctv8k_120m.m3u8
中国教育电视台-1,http://live.wqwqwq.sbs/itv/5000000002000002652.m3u8?cdn=bestzb
中国教育电视台-4,http://live.wqwqwq.sbs/itv/5000000011000031126.m3u8?cdn=bestzb
卫视综合,#genre#
北京卫视,http://live.wqwqwq.sbs/itv/6000000001000020451.m3u8?cdn=wasusyt
北京卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265027.m3u8?cdn=ystenlive
北京纪实科教,http://live.wqwqwq.sbs/itv/1000000001000001910.m3u8?cdn=ystenlive
北京纪实科教-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265020.m3u8?cdn=ystenlive
北京卡酷少儿,http://live.wqwqwq.sbs/itv/5000000011000265008.m3u8?cdn=bestzb
安徽卫视,http://live.wqwqwq.sbs/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265025.m3u8?cdn=ystenlive
东南卫视,http://live.wqwqwq.sbs/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265033.m3u8?cdn=ystenlive
甘肃卫视,http://live.wqwqwq.sbs/itv/5000000011000031121.m3u8?cdn=bestzb
广东卫视,http://live.wqwqwq.sbs/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265034.m3u8?cdn=ystenlive
广西卫视,http://live.wqwqwq.sbs/itv/5000000011000031118.m3u8?cdn=bestzb
贵州卫视,http://live.wqwqwq.sbs/itv/5000000004000025843.m3u8?cdn=bestzb
海南卫视,http://live.wqwqwq.sbs/itv/5000000004000006211.m3u8?cdn=bestzb
河北卫视,http://live.wqwqwq.sbs/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://live.wqwqwq.sbs/itv/5000000011000031119.m3u8?cdn=bestzb
黑龙江卫视,http://live.wqwqwq.sbs/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265029.m3u8?cdn=ystenlive
湖北卫视,http://live.wqwqwq.sbs/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265023.m3u8?cdn=ystenlive
湖南卫视,http://live.wqwqwq.sbs/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南金鹰纪实,http://live.wqwqwq.sbs/itv/5000000011000031203.m3u8?cdn=bestzb
湖南快乐垂钓,http://live.wqwqwq.sbs/itv/5000000011000031206.m3u8?cdn=bestzb
湖南茶频道,http://live.wqwqwq.sbs/itv/5000000011000031209.m3u8?cdn=bestzb
吉林卫视,http://live.wqwqwq.sbs/itv/5000000011000031117.m3u8?cdn=bestzb
江苏卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://live.wqwqwq.sbs/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265030.m3u8?cdn=ystenlive
江西卫视,http://live.wqwqwq.sbs/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265032.m3u8?cdn=ystenlive
辽宁卫视,http://live.wqwqwq.sbs/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265022.m3u8?cdn=ystenlive
青海卫视,http://live.wqwqwq.sbs/itv/1000000002000013359.m3u8?cdn=ystenlive
山东卫视,http://live.wqwqwq.sbs/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265019.m3u8?cdn=ystenlive
上海东方卫视,http://live.wqwqwq.sbs/itv/6000000001000003639.m3u8?cdn=wasusyt
上海东方卫视-50-FPS,http://live.wqwqwq.sbs/itv/5000000004000014098.m3u8?cdn=bestzb
上海东方卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265018.m3u8?cdn=ystenlive
上海-ICS-外语,http://live.wqwqwq.sbs/itv/5000000010000030951.m3u8?cdn=bestzb
上海第一财经,http://live.wqwqwq.sbs/itv/5000000010000027146.m3u8?cdn=bestzb
上海东方财经,http://live.wqwqwq.sbs/itv/5000000007000010003.m3u8?cdn=bestzb
上海东方影视,http://live.wqwqwq.sbs/itv/5000000010000032212.m3u8?cdn=bestzb
上海都市,http://live.wqwqwq.sbs/itv/5000000010000018926.m3u8?cdn=bestzb
上海法治天地,http://live.wqwqwq.sbs/itv/2000000002000000014.m3u8?cdn=hnbblive
上海哈哈炫动,http://live.wqwqwq.sbs/itv/5000000011000031123.m3u8?cdn=bestzb
上海纪实人文-50-FPS,http://live.wqwqwq.sbs/itv/5000000004000010282.m3u8?cdn=bestzb
上海纪实人文-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265021.m3u8?cdn=ystenlive
上海五星体育,http://live.wqwqwq.sbs/itv/5000000010000017540.m3u8?cdn=bestzb
上海新闻综合,http://live.wqwqwq.sbs/itv/5000000011000031110.m3u8?cdn=bestzb
深圳卫视,http://live.wqwqwq.sbs/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265028.m3u8?cdn=ystenlive
四川卫视,http://live.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb
天津卫视,http://live.wqwqwq.sbs/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视-50-FPS,http://live.wqwqwq.sbs/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265026.m3u8?cdn=ystenlive
云南卫视,http://live.wqwqwq.sbs/itv/5000000011000031120.m3u8?cdn=bestzb
浙江卫视-50-FPS,http://live.wqwqwq.sbs/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://live.wqwqwq.sbs/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265031.m3u8?cdn=ystenlive
重庆卫视,http://live.wqwqwq.sbs/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视-HEVC,http://live.wqwqwq.sbs/itv/1000000005000265017.m3u8?cdn=ystenlive
华数-4K,http://live.wqwqwq.sbs/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享-4K,http://live.wqwqwq.sbs/itv/1000000004000011651.m3u8?cdn=ystenlive
纯享4K-2,http://live.wqwqwq.sbs/rptv/HD-20M-2160P-chunxiang4k.m3u8?license=cntv
咪咕4K-1,http://live.wqwqwq.sbs/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://live.wqwqwq.sbs/itv/3000000010000015686.m3u8?cdn=FifastbLive
篮球4K,http://live.wqwqwq.sbs/rptv/miguaoyun01-AVS-4K01.m3u8?license=gitv
高清臻享睛彩竞技,http://live.wqwqwq.sbs/rptv/miguaoyun1-AVS.m3u8?license=gitv
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
